case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error,raw_response
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.2-1b-instruct,bars_one_year_deadline_missed,True,NOT MENTIONED IN THE OPINION,1873,,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,meta/llama-3.2-1b-instruct,nexus_requirement_met,True,NOT MENTIONED IN THE OPINION,1873,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,asylum_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,withholding_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,CAT_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,protected_ground_political_opinion,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,protected_ground_particular_social_group,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,past_persecution_physical_violence,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,past_persecution_death_threats,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,persecutor_nongovernmental_actor,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,credibility_finding,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,bars_one_year_deadline_missed,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,meta/llama-3.2-1b-instruct,nexus_requirement_met,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2212,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,asylum_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,withholding_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,CAT_requested,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,protected_ground_political_opinion,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,protected_ground_particular_social_group,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,past_persecution_physical_violence,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,past_persecution_death_threats,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,persecutor_nongovernmental_actor,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
25-120-2025-12-16,https://cdn.ca9.uscourts.gov/datastore/memoranda/2025/12/16/25-120.pdf,meta/llama-3.2-1b-instruct,credibility_finding,True,"<verbatim quote from the opinion, or 'Not mentioned in the opinion.' if false>",2231,,
