case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,"He filed a motion to reopen his 1997 removal proceedings so that he could file applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,,8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,"He claims that he now qualifies for asylum, withholding of removal, and CAT relief because he is associated with the police and law enforcement in Mexico and who are at war with criminal elements there.",8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,"He claims that when he was a teenager living in Mexico, members of drug cartels threatened and harassed him because he was involved in police activities with his brother-in-law.",8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,He filed a motion to reopen his 1997 removal proceedings over sixteen years after the statutory deadline for doing so had passed.,8451,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,8451,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Singh applied for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,"Singh's applications for asylum, withholding of removal, and CAT relief were denied.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,"Singh's applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,"Singh asserts that he suffered past persecution and has a well-founded fear of future persecution due to his familial association with his brother, who is a member of the Shiromani Akali Dal Party (Mann Party), and his own affiliation with that Party.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,"Singh's claim is based at least in part on membership in a particular social group, or PSG, the Mann Party.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,"Singh was verbally confronted and physically attacked, including being slapped, hit, kicked, and beaten with hockey sticks.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,True,Singh was threatened with death during one of the physical attacks.,11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,"The attacks were carried out by members of the Congress Party, not by the Indian government or a government-sponsored entity.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The IJ found Singh to be a credible witness.,11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,"Singh entered the United States without documentation in October 2018 and applied for asylum in January 2019, missing the one-year deadline.",11382,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The IJ and the BIA found no reason to doubt the truth, or 'persuasiveness,' of the five core factors that compelled the conclusion that Singh experienced serious harm amounting to persecution.",11382,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,Not mentioned in the opinion.,6671,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,Not mentioned in the opinion.,6671,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Alcaraz testified before the IJ, who did not make an adverse credibility determination.",8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,"The DHS filed a charge of inadmissibility against Alcaraz, claiming he is removable under 8 U.S.C. § 1182(a)(2)(A)(i)(II) based on his controlled substance conviction for possession of methamphetamine.",8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,"Alcaraz applied for asylum, withholding of removal, and protection under CAT.",8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,"Alcaraz admitted to punching his girlfriend once but denied that it was 'the way she describes.' According to his version, relayed in his testimony before the IJ, Alcaraz witnessed his girlfriend physically abusing their young daughter, which led Alcaraz to punch his girlfriend in anger.",8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The IJ did not make an adverse credibility determination.,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,8109,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The IJ determined that the same 1999 conviction for inflicting corporal injury on a cohabitant also constituted a conviction for a 'particularly serious crime' under 8 U.S.C. § 1231(b)(3), thereby making Alcaraz ineligible for withholding of removal.",8109,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,The Attorney General may grant asylum to any person who qualifies as a “refugee.” 8 U.S.C. § 1158(b)(1).,8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,"The Immigration and Nationality Act defines a “refugee” in terms of the ability to find protection from persecution. The definition is as follows: any person who is outside any country of such person’s nationality or, in the case of a person having no nationality, is outside any country in which such person last habitually resided, and who is unable or unwilling to return to, and is unable or unwilling to avail him or herself of the protection of, that country because of persecution or a well-founded fear of persecution on account of race, religion, nationality, membership in a particular social group, or political opinion . . . . 8 U.S.C. § 1101(a)(42)(A).",8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,,8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,,8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,"Petitioner credibly testified that she suffered repeated beatings at the hands of her partner who was a gang member.  During a particularly intense beating when her partner was intoxicated, he stabbed Petitioner in the stomach.",8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,True,"Petitioner testified further that “nobody wanted to report him out of fear of being killed by him.”  She described the one instance in which the police arrested Oscar, but it was after assaulting a man, and the police released Oscar the following day.",8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,"Petitioner credibly testified that Oscar was a gang member who abused her, as well as drugs and alcohol.",8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,"Petitioner credibly testified that Oscar was a gang member who abused her, as well as drugs and alcohol.",8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,8822,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The second element—whether the persecution was “on account of” a protected ground—is commonly referred to as “nexus.” To satisfy the nexus element for asylum, a petitioner must show that a protected ground was “one central reason” for the persecution she suffered.",8822,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"After a hearing before an Immigration Judge (“IJ”), at which he had sought relief based on persecution in Cuba, plaintiff-appellant Jorge Felix Ibarra-Perez was granted withholding of removal to Cuba.",12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,"Ibarra-Perez had stayed briefly in Mexico after he left Cuba and before he came to the United States. At his hearing before the IJ, Ibarra-Perez had described not only persecution in Cuba but also threats and extortion in Mexico.",12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The government argues that the district court had made an explicit credibility finding about Ibarra-Perez’s fear of removal to Mexico.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,Ibarra-Perez did not appeal his removal order. He waived his right to keep seeking asylum. And he waived any argument that the IJ failed to address his alleged persecution in Mexico.,12302,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,Ibarra-Perez’s removal order authorized his removal from the United States. The only restriction was that the government couldn’t send him to Cuba.,12302,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Refugees, as defined in 8 U.S.C. § 1101(a)(42)(A), are eligible to apply for asylum.",11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,The claim is based at least in part on actual or imputed political opinion.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,"The claim is based at least in part on membership in a particular social group, or PSG.",11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,The agencies’ own record contains numerous reports from nongovernmental organizations describing the risks faced by asylum seekers in Mexico.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The agencies entirely failed to consider an important aspect of the problem.,11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,"The Rule requires Guatemalan aliens reaching our southern border to apply for, and then be finally denied, asylum by Mexico before they are eligible to apply for asylum in the United States.",11484,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"To establish that the applicant is a refugee . . . the applicant must establish that race, religion, nationality, membership in a particular social group, or political opinion was or will be at least one central reason for persecuting the applicant.",11484,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,Plaintiff Immigrant Defenders Law Center (“ImmDef”) filed an ex parte application for an emergency stay of the 2025 reimplementation of the Remain in Mexico policy pursuant to § 705 of the APA.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,The government filed an immediate appeal of the § 705 Stay order and moved on an emergency basis for a stay pending appeal of the district court’s § 705 Stay.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,Plaintiff Immigrant Defenders Law Center (“ImmDef”) filed an ex parte application for an emergency stay of the 2025 reimplementation of the Remain in Mexico policy pursuant to § 705 of the APA.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,Plaintiff Immigrant Defenders Law Center (“ImmDef”) filed an ex parte application for an emergency stay of the 2025 reimplementation of the Remain in Mexico policy pursuant to § 705 of the APA.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,Plaintiff Immigrant Defenders Law Center (“ImmDef”) filed an ex parte application for an emergency stay of the 2025 reimplementation of the Remain in Mexico policy pursuant to § 705 of the APA.,15054,
