case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,credibility_finding,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4175,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.1-8b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,4175,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,asylum_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,withholding_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,CAT_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,True,Alcaraz claims that five policemen beat him ‘all over’ with ‘[t]heir clubs’ for ‘about eight hours’ before taking him to jail.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,credibility_finding,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,3152,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.1-8b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,3152,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,asylum_requested,True,Petitioner credibly testified that she suffered repeated beatings at the hands of her partner who was a gang member.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,withholding_requested,True,The parties agree that the BIA’s decision denying the application for asylum and withholding rested on its conclusion that Petitioner had not demonstrated the Honduran authorities were unable or unwilling to protect her and her daughter.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,CAT_requested,False,Not mentioned in the opinion.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,True,Petitioner credibly testified that she suffered repeated beatings at the hands of her partner who was a gang member.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,True,Petitioner testified that Oscar threatened to kill her if she tried to file a police report.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,persecutor_nongovernmental_actor,True,"Petitioner credibly testified that Oscar was a gang member who abused her, as well as drugs and alcohol.",2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,credibility_finding,True,Petitioner credibly testified that she suffered repeated beatings at the hands of her partner who was a gang member.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,2924,
23-4420-2026-01-20,https://cdn.ca9.uscourts.gov/datastore/opinions/2026/01/20/23-4420.pdf,meta/llama-3.1-8b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,2924,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,asylum_requested,True,Ibarra-Perez applied for asylum in Mexico.  Mexico denied asylum but granted a one-year humanitarian visitor permit.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,withholding_requested,True,The IJ found that Ibarra-Perez had suffered past persecution in Cuba on account of his political opinion and granted him withholding of removal to Cuba.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,CAT_requested,False,Not mentioned in the opinion.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,protected_ground_political_opinion,True,"Ibarra-Perez fled Cuba after two decades of beatings, surveillance, threats, and harassment because of his opposition to the Castro regime.",6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,True,"Ibarra-Perez alleges that he faced persecution in both Cuba and Mexico.  He presented at the southern border and sought asylum and withholding of removal.  An immigration judge (IJ) found Ibarra-Perez removable, denied asylum, but granted withholding as to Cuba.",6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,True,"Ibarra-Perez was extorted by Mexican police officers and other authorities on multiple occasions, and forced to pay officers money in order to avoid detention and deportation to Cuba.",6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,persecutor_nongovernmental_actor,True,"Ibarra-Perez was extorted by Mexican police officers and other authorities on multiple occasions, and forced to pay officers money in order to avoid detention and deportation to Cuba.",6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,credibility_finding,False,Not mentioned in the opinion.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6078,
24-631-2025-08-27,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/08/27/24-631.pdf,meta/llama-3.1-8b-instruct,nexus_requirement_met,True,The IJ found that Ibarra-Perez had suffered past persecution in Cuba on account of his political opinion and granted him withholding of removal to Cuba.,6078,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,asylum_requested,True,Plaintiffs are nonprofit organizations that represent and assist asylum seekers in the United States and in Mexico. Plaintiffs argue that the Rule frustrates their mission of providing legal aid to affirmative asylum applicants because it renders “a large number” of potential applicants categorically ineligible for asylum and thus “significantly discourages” them from applying.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,withholding_requested,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,CAT_requested,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,credibility_finding,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4429,
19-16487-2020-07-06,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/07/06/19-16487.pdf,meta/llama-3.1-8b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,4429,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,asylum_requested,True,"This case raises questions of whether the Trump administration’s ‘Remain in Mexico’ policy (also known as ‘Migrant Protection Protocols’ or ‘MPP’) issued pursuant to 8 U.S.C. § 1225(b)(2)(C), violates Plaintiffs’ constitutional rights and violates the APA by infringing the statutory right to apply for asylum as codified in the Immigration and Nationality Act.",5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,withholding_requested,False,Not mentioned in the opinion.,5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,CAT_requested,False,Not mentioned in the opinion.,5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,5232,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,meta/llama-3.1-8b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,5232,
